timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
3706.9091815116135,10573,0.99,0.8175780982520935,0.5614117684802317,3706.9052933249222-0 3706.9130696983043-1,-793.8565621258819,195.3148008942269,-2090.6581801797947,16.45640615780319,9.971687006850075,-25.729695727630357,0.36440531453884994,-0.07637813112238967,0.9281029834140675,-34.02664374200146,12.877710030611743,-26.93631801572114,0.3439335511801544,-0.08955609723110855,0.9347135485384495
3706.9171889179834,10573,0.99,0.8147885122905094,0.5570817729636172,3706.921308137663-0 3706.9130696983043-1,-1372.229212393876,327.8966769053833,-3660.953613775766,16.45640615780319,9.971687006850075,-25.729695727630357,0.3561334381594667,-0.07294350445508846,0.9315837157134768,-34.02664374200146,12.877710030611743,-26.93631801572114,0.3439335511801544,-0.08955609723110855,0.9347135485384495
3706.9251961480454,10574,1.0,0.8108464715938591,0.5590125628971532,3706.921308137663-0 3706.929084158428-1,-711.1812339110737,175.31702580568978,-1930.4116960303545,16.45640615780319,9.971687006850075,-25.729695727630357,0.3561334381594667,-0.07294350445508846,0.9315837157134768,-34.02664374200146,12.877710030611743,-26.93631801572114,0.33363931480537584,-0.08802346442299955,0.9385822698768458
3706.933192975902,10574,0.9460729123849787,0.8069516524281785,0.5557482879833946,3706.937301793376-0 3706.929084158428-1,-1448.1873411126048,351.3322658500777,-4002.0510173205294,16.45640615780319,9.971687006850075,-25.729695727630357,0.3449638416860642,-0.07222987740725906,0.935832673472627,-34.02664374200146,12.877710030611743,-26.93631801572114,0.33363931480537584,-0.08802346442299955,0.9385822698768458
3706.943188966645,10575,0.9460729123849787,0.8030490248446951,0.5585492750636873,3706.937301793376-0 3706.9490761399143-1,-727.6606063266348,183.6651866479985,-2045.9328269810126,16.45640615780319,9.971687006850075,-25.729695727630357,0.3449638416860642,-0.07222987740725906,0.935832673472627,-34.02664374200146,12.877710030611743,-26.93631801572114,0.323409724900921,-0.08792861326749142,0.9421649053156069
3706.9512083619984,10575,0.8230376144875347,0.8004023539868411,0.5554302216274396,3706.953340584082-0 3706.9490761399143-1,-1135.9785674616583,281.3499505104539,-3234.1412901091335,16.45640615780319,9.971687006850075,-25.729695727630357,0.33747109862198177,-0.07033743375766871,0.9387043746607653,-34.02664374200146,12.877710030611743,-26.93631801572114,0.323409724900921,-0.08792861326749142,0.9421649053156069
3706.959208716026,10576,0.8230376144875347,0.7966302122074833,0.5581455212612116,3706.953340584082-0 3706.9650768479696-1,-640.6971456838139,164.97204767674003,-1855.2839397872197,16.45640615780319,9.971687006850075,-25.729695727630357,0.33747109862198177,-0.07033743375766871,0.9387043746607653,-34.02664374200146,12.877710030611743,-26.93631801572114,0.31342700973559257,-0.0878454209212469,0.9455404230340307
3706.967204838648,10576,0.8828926723538805,0.7928001396220494,0.5528410894120577,3706.969332829326-0 3706.9650768479696-1,-1192.8245941824346,296.58943140895246,-3518.469236267335,16.45640615780319,9.971687006850075,-25.729695727630357,0.3267877456750511,-0.06635018731677172,0.9427658362072988,-34.02664374200146,12.877710030611743,-26.93631801572114,0.31342700973559257,-0.0878454209212469,0.9455404230340307
3706.9751907353725,10577,0.8828926723538805,0.7949763401852421,0.5469909531022444,3706.969332829326-0 3706.981048641419-1,-2100.91703362307,489.2273248368489,-6139.271863324406,16.45640615780319,9.971687006850075,-25.729695727630357,0.3267877456750511,-0.06635018731677172,0.9427658362072988,-34.02664374200146,12.877710030611743,-26.93631801572114,0.3190311236360045,-0.08114421483306075,0.9442641360078622
3706.985177910687,10577,0.99,0.8016523117764803,0.5236361689737206,3706.989307179955-0 3706.981048641419-1,-689.1910827174797,119.74347468329802,-1958.3216731421057,16.45640615780319,9.971687006850075,-25.729695727630357,0.3439870063030248,-0.024417456411517324,0.938656874111661,-34.02664374200146,12.877710030611743,-26.93631801572114,0.3190311236360045,-0.08114421483306075,0.9442641360078622
